customer_id,age,annual_income,credit_utilization,debt_to_income,loan_amount,loan_term_months,num_past_defaults,employment_years,credit_score,default
1,59,23283.682821534225,0.18781346251325579,0.2452480689356027,20232.165653930177,24,0,4.575843735110497,689.6274082618347,1
2,49,61262.60806299202,0.291774475570119,0.3967627338977177,26484.06759126527,36,0,3.31751507451252,697.7705414296262,1
3,35,60221.74316031943,0.23055666300668054,0.12285885663789646,27142.522593594054,24,1,11.871954842943564,713.7214289026971,0
4,63,93603.11273119756,0.1579060472545593,0.6354843162739406,1000.0,12,0,2.2566509147090117,655.3064173295635,1
5,28,71674.55727123746,0.16754872855526343,0.4224463201448531,15254.2465607355,48,0,6.971270387604256,644.2476431936831,0
6,41,59047.78075766611,0.10246959386463932,0.0837215775007686,10601.284076191765,60,0,0.19599287407195506,629.9215820123733,0
7,59,63197.505180179774,0.14249870539349824,0.3508874959324128,12916.193603059652,12,0,6.3915619598817175,604.3873349423359,0
8,39,85467.71163254802,0.1455360437230922,0.5319038862799311,8470.793559427631,48,1,0.21206733236138925,723.5857673218366,0
9,43,61308.30673509369,0.30623653769709575,0.05884063846821814,7468.632941788196,12,0,2.113427236334763,698.3978457437541,0
10,31,51036.08933816782,0.2968453133705178,0.765872952553196,22209.385916257994,48,0,14.79081690275544,768.6356663700159,1
11,31,59485.956141582676,0.25498084245918684,0.301073268433179,5655.507523465858,24,0,6.073564754064594,712.9830352333311,0
12,44,83813.92287645364,0.3689786626996466,0.2163159436527451,15746.83653392018,48,1,12.952876468633814,694.5725495644047,0
13,56,74923.29811195872,0.09950511311096245,0.23718409699829282,4206.903282358719,60,0,3.4244366323521405,561.1176486412276,0
14,60,65885.35946698228,0.1367668398832889,0.23751489503857084,25155.246495480853,24,1,4.6597716566465,794.4985890438201,0
15,44,68830.7859888966,0.06880165709924974,0.12454458261645873,15240.270837734271,36,1,3.646445567892024,682.3498504598072,0
16,23,53805.15052809036,0.28864324066537744,0.45724776659955607,20962.337477438075,24,0,3.258726800787399,554.971243135556,1
17,42,61121.01199114693,0.036823532537390305,0.17146443104297865,16560.84624960023,24,0,4.316483159592018,693.5471111267971,0
18,22,51733.913564509654,0.3598319895039463,0.10320839796699521,12974.046742067912,36,0,0.1983807306758462,631.3459679567447,1
19,44,59104.41431400513,0.2454526047718947,0.17034128048541292,15546.967207320304,24,0,1.02703352804673,629.2040782463384,1
20,64,91923.56527253249,0.4667269078428315,0.3380653575554987,27058.66735615816,24,0,1.207947884896889,695.990190509442,0
21,50,43442.5637724562,0.4848976836619624,0.40727371791437655,7820.586712809541,36,0,2.413207208128001,644.7516388971244,1
22,58,51225.646671541705,0.20728173763152624,0.2571982233136105,1000.0,36,0,2.8507125019340416,741.6013257990543,0
23,22,39914.02274128496,0.4906330004339166,0.3436011484294241,8705.082283907654,60,0,6.729950752153343,673.0722168776628,1
24,41,35581.82485624803,0.0803358637236154,0.27925064923446524,5327.30029062886,24,1,0.9048528183298712,703.9941022743761,0
25,53,61264.56171609417,0.34422726525803293,0.4728004721911513,22744.11571599143,24,0,4.218600401728569,713.9953223369482,0
26,32,52647.81636398427,0.5498252104976015,0.2768411944060161,13594.165633402537,24,1,1.5892574199295284,695.1100862063325,1
27,42,100233.77861584385,0.1958924485800157,0.4520091826551661,21619.60867239546,60,0,3.6247761197578265,692.8593868577947,0
28,64,59343.06907644413,0.2687289902050597,0.33535974301692206,15255.132657090679,24,0,4.925730477670137,688.4979816702643,1
29,45,90787.93726860048,0.21128519918629296,0.2556725213058842,15069.408334604555,36,0,4.3667612960199405,769.610197254086,0
30,69,84360.12949881268,0.25670463739155636,0.3397624881177369,16311.559626613534,36,1,1.2127838593397091,730.6336731017641,0
31,47,60820.91689551972,0.4253659357385407,0.09899512188541583,26840.194286397495,36,0,6.179951857996401,638.5508737469947,1
32,62,107202.71164171246,0.7051345474409769,0.2613735035045216,16492.220595418254,36,0,5.303517813711701,613.3098313409869,1
33,48,70370.67972929617,0.19636104165803467,0.5597261014091343,23873.358798240784,48,0,13.441479294205074,632.3592342263182,1
34,36,95260.18532007978,0.5521913957259339,0.327769415547136,23361.31094733742,36,0,5.02768563050822,705.6688736071183,1
35,35,92931.93783162528,0.19154538336398233,0.18697163620100826,13693.66734867342,60,0,6.370624738166809,613.7367718161274,0
36,67,73292.95970209566,0.4550721190795117,0.2582711906883384,14408.523865583504,48,0,8.330772931793003,640.832193089045,0
37,64,80022.61695611701,0.3892436750129584,0.3906936329893616,11977.57867333378,24,1,0.560271471789247,599.4188438601152,1
38,23,77481.42830238951,0.20192282728632285,0.2680843955281001,25265.417806227546,36,0,5.959138806216151,735.8949447936947,0
39,57,42114.77137216584,0.347894271512641,0.4390617347190472,7471.503867856004,24,0,1.9178838061262262,719.7699156013666,1
40,27,66145.80708906033,0.5434896229692638,0.26164069503580417,9216.066175112206,36,2,8.662232192216088,732.719766064289,0
41,41,86484.9446788932,0.42095433932295606,0.09875848416312678,12790.04771860097,36,1,3.271368314909766,651.5123658536039,0
42,29,95523.72634723323,0.4315786388223158,0.5108778061869705,5814.78135878918,48,0,4.344839823598513,574.4736991228168,1
43,59,50587.206563361004,0.2976152237685171,0.2786874196333106,10269.64173032769,36,0,1.507806890790765,629.9087455969471,1
44,38,75576.6260362604,0.23438949426212505,0.5008805453665816,24088.529537978837,36,1,5.257190269613233,599.1646680940211,1
45,24,68017.4042655507,0.42326070502252183,0.6047127754432515,20211.2451853875,12,2,0.18150142520425627,598.5331016261108,1
46,45,62642.51870836809,0.5120158103910301,0.2726462547937143,11634.07844118425,60,0,6.903038489861148,748.2164820671652,0
47,34,72120.05258450052,0.04244818725240515,0.2084994131131448,21422.631295353538,60,0,0.8914236308860478,665.1874820287569,0
48,29,69359.94821332274,0.21593485298186443,0.16037621922644996,31655.26454942335,24,1,1.2910989064313825,697.3607242172868,1
49,46,75828.15137745177,0.43965848687574594,0.25745516900537363,17504.89514289578,24,0,0.004553386968276804,746.1904683690773,0
50,22,93834.33521900105,0.2116603880972175,0.4056442378391965,26362.87567546613,48,0,1.878376091780858,618.8280250517457,1
51,40,80682.551817294,0.36458218620511906,0.21954129507383421,21812.710534376292,24,0,2.457151492303467,716.8546818936591,0
52,48,71211.82517745405,0.2354897748023317,0.5787374183945686,12644.504252114803,12,1,1.3328635691147184,592.8475926120227,1
53,67,102292.50113646158,0.2883124305418487,0.48102274381884674,16578.383757712953,24,0,1.3081903197271858,695.1494432746226,1
54,27,87198.59191760671,0.12267675066149945,0.4198658548361776,19210.259735795444,36,0,11.173743895989368,744.0579214600708,0
55,64,63152.03122793303,0.24186025471507314,0.41175962637268915,9040.242050623096,24,0,1.9759838225358437,611.6408632185685,1
56,28,40657.5919529419,0.6387251188917304,0.08408968239464942,1000.0,24,0,6.405747286727971,729.7132413347017,0
57,67,45243.38638159069,0.4234033205550953,0.07397333512254166,8327.395496967685,36,0,1.3549868191690553,693.4910890006748,1
58,55,83664.64896631268,0.46989720879685115,0.20190045881045587,1000.0,12,0,8.278488644123945,652.7400763135637,0
59,34,52393.750414940376,0.5004585656402142,0.7066330079498143,8988.372586869951,60,0,5.662013923664264,607.9715272074858,1
60,37,44838.89045776104,0.15116799251290555,0.60228256764844,1340.4436300203852,12,0,7.057117187199239,694.5083396142296,1
61,56,49838.29346625601,0.6753832817615126,0.4821340863815944,22040.86963260028,12,0,2.894958191254468,709.63040930305,1
62,60,51252.313758186,0.4023981640383866,0.28278482892205775,5539.219994130288,48,1,10.583207403012612,660.9540156441157,1
63,24,82012.95335564502,0.033235459652887,0.3350910080257806,19352.864711625753,48,0,2.342123772609826,621.139942201502,0
64,22,61865.15848435448,0.3742229375461284,0.25807858996306626,21132.816505387782,36,0,4.592654321102045,725.7478313092928,0
65,26,37552.50799401189,0.254568975173603,0.23451531069455792,20612.070189521477,48,1,5.109257924698366,751.0728261585687,0
66,62,65620.89795524713,0.4967410774715025,0.4378664311147058,1000.0,60,0,15.209026190396742,737.2189267298934,0
67,24,69445.32264896484,0.5780430036334041,0.18730008150466096,23981.15516321754,36,1,0.7223705990055147,775.3439772547123,0
68,49,55413.26277118297,0.33643457975975005,0.10866240621417436,18362.70692841178,48,0,0.7286280447802145,640.9068123370382,1
69,38,88117.701683854,0.22414918402968134,0.2309179515299395,21434.125929619473,24,0,3.0999614670033084,595.0880266383446,0
70,46,56581.222286154305,0.08851827173084843,0.3887041132896184,29639.010153629475,48,1,12.497601738008832,704.6364480181948,0
