customer_id,application_date,age,income,loan_amount,credit_score,utilization,delinquencies,default
1,2015-01-01 00:00:00.000000000,44.96714153011233,41744.14575737095,14243.717707394371,683.9418879834068,0.2832000538576905,0,0
2,2015-01-01 03:56:36.229811490,38.61735698828815,40673.39356963013,29922.058669129,708.1448741592529,0.23521419856594536,0,0
3,2015-01-01 07:53:12.459622981,46.47688538100692,24969.043128082052,16332.407062360699,697.0550976641687,0.24671068154494893,0,0
4,2015-01-01 11:49:48.689434471,55.23029856408026,45790.58076074182,18869.16962497964,616.1042900903541,0.2412908844433717,1,0
5,2015-01-01 15:46:24.919245962,37.658466252766644,20009.589843057078,25814.594862701037,670.6889848986036,0.2757826880300168,1,0
6,2015-01-01 19:43:01.149057452,37.6586304305082,27954.29879214735,17509.840157116127,712.6389774542122,0.2644065283062633,0,0
7,2015-01-01 23:39:37.378868943,55.79212815507391,16323.562168688732,7266.834606549535,700.9020161218965,0.34543600286296244,0,0
8,2015-01-02 03:36:13.608680434,47.67434729152909,67741.25187476873,30342.169368568084,640.9064789726388,0.23093283208375676,0,0
9,2015-01-02 07:32:49.838491924,35.30525614065048,33103.0334579702,33774.60321799194,700.7951737132221,0.33980262187866295,0,0
10,2015-01-02 11:29:26.068303415,45.42560043585965,86400.92095411853,7218.785137319201,725.744462590222,0.15959281770553074,0,0
11,2015-01-02 15:26:02.298114905,35.365823071875376,50070.13345093806,10703.803206641322,631.1850481894775,0.2746761617629774,1,0
12,2015-01-02 19:22:38.527926396,35.34270246429743,43444.48891894148,49609.608253585255,581.9883130693715,0.1709397249144354,0,0
13,2015-01-02 23:19:14.757737886,42.41962271566034,28724.59267005479,20252.172267528662,768.7031693203593,0.19904548439797926,0,0
14,2015-01-03 03:15:50.987549377,20.86719755342202,23895.847683297314,18065.79475199209,695.7667457038872,0.20152703518741977,0,0
15,2015-01-03 07:12:27.217360868,22.750821674869673,44765.30290297298,14571.288005383762,657.1354085554402,0.19765640325274494,1,0
16,2015-01-03 11:09:03.447172358,34.37712470759027,35291.39326334498,10771.388390099735,655.4222352519689,0.2198962763461213,0,0
17,2015-01-03 15:05:39.676983849,29.87168879665576,21253.818956504918,16363.216179859333,687.3395268761886,0.3603450475596983,0,0
18,2015-01-03 19:02:15.906795339,43.142473325952736,19796.424773760886,29354.800418516013,732.050920526078,0.20643726162598267,0,0
19,2015-01-03 22:58:52.136606830,30.91975924478789,24748.45912152462,17892.93140584231,604.5105931564257,0.1696702645172377,0,0
20,2015-01-04 02:55:28.366418320,25.876962986647086,75236.13326683332,24468.504598590065,659.9527720088128,0.275065215235051,1,1
21,2015-01-04 06:52:04.596229811,54.65648768921554,88019.28060134736,43601.79395525027,762.6983709977287,0.2625143493362318,0,0
22,2015-01-04 10:48:40.826041302,37.74223699513465,39418.702244670654,13490.768420042754,721.2309477910051,0.3612341731538595,1,0
23,2015-01-04 14:45:17.055852792,40.67528204687924,38544.82460535256,20982.36181752051,716.965386027738,0.24840042863568837,0,0
24,2015-01-04 18:41:53.285664283,25.752518137865433,31744.407633149185,29798.006684304662,700.3848255689447,0.1360893714664494,0,0
25,2015-01-04 22:38:29.515475773,34.556172754748175,24989.37118072313,11311.194559190488,695.5240638266251,0.22910892958025575,0,0
26,2015-01-05 02:35:05.745287264,41.10922589709866,62948.463004521036,19712.85843094685,656.5912448089127,0.2281350158597204,1,0
27,2015-01-05 06:31:41.975098754,28.490064225776973,76836.15353784806,45989.21825847007,652.0891741217987,0.1888769033337313,0,0
28,2015-01-05 10:28:18.204910245,43.75698018345672,25403.249189306287,15212.531527548128,720.3066223780182,0.2224097258516466,0,0
29,2015-01-05 14:24:54.434721736,33.99361310081195,35131.89367643546,30766.24015683214,653.0196218056362,0.2430822392411193,0,0
30,2015-01-05 18:21:30.664533226,37.083062502067236,30334.879853602702,16804.996995869722,694.1916290897431,0.24753868929579165,1,0
31,2015-01-05 22:18:06.894344717,33.98293387770603,30696.513797853146,44346.69697584081,687.5867745662531,0.1815779068367209,0,0
